Row	Column	Wks	Value
FABRICACION ELEMENTOS IMPLANTA	MATERIAL MECÁNICO	2024.2	848.98
FABRICACION ELEMENTOS IMPLANTA	MATERIAL MECÁNICO	2024.2	29544.07
FABRICACION ELEMENTOS IMPLANTA	FABRICACIÓN MECÁNICA	2024.2	10887
FABRICACION ELEMENTOS IMPLANTA	FABRICACIÓN MECÁNICA	2024.2	78300
FABRICACION ELEMENTOS IMPLANTA	FABRICACIÓN MECÁNICA	2024.2	273169.05
FABRICACION ELEMENTOS IMPLANTA	MATERIAL ELÉCTRICO	2024.2	32208
FABRICACION ELEMENTOS IMPLANTA	MATERIAL FLUIDOS	2024.2	201.29
MONTAJE EN SERRA	MATERIAL MECÁNICO	2024.2	4.64
MONTAJE EN SERRA	MATERIAL MECÁNICO	2024.2	202.85
MONTAJE EN SERRA	MATERIAL MECÁNICO	2024.2	118000
MONTAJE EN SERRA	MATERIAL MECÁNICO	2024.2	1698.28
MONTAJE EN SERRA	MONTAJE MECÁNICO	2024.2	7952.91
MONTAJE EN SERRA	MONTAJE MECÁNICO	2024.2	17820
MONTAJE EN SERRA	INSTALACIÓN E.N.R.	2024.2	6615.69
MONTAJE EN SERRA	INSTALACIÓN E.N.R.	2024.2	109451.96
MONTAJE EN SERRA	FABRICACIÓN MECÁNICA	2024.2	208.33
MONTAJE EN SERRA	MATERIAL ELÉCTRICO	2024.2	87846.63
MONTAJE EN SERRA	MATERIAL FLUIDOS	2024.2	2538.54
FABRICACION UTILES/GARRAS	FABRICACIÓN MECÁNICA	2024.2	412.5
FABRICACION UTILES/GARRAS	FABRICACIÓN MECÁNICA	2024.2	340124.8
FABRICACION UTILES/GARRAS	MONTAJE MECÁNICO	2024.2	1521.16
FABRICACION UTILES/GARRAS	METROLOGÍA	2024.2	6203.17
FABRICACION UTILES/GARRAS	MATERIAL MECÁNICO	2024.2	94744.8
FABRICACION UTILES/GARRAS	MATERIAL ELÉCTRICO	2024.2	48.56
FABRICACION UTILES/GARRAS	MATERIAL FLUIDOS	2024.2	809.14
ENR. UTILES/GARRAS	MATERIAL MECÁNICO	2024.2	667.84
ENR. UTILES/GARRAS	MATERIAL MECÁNICO	2024.2	8080.12
ENR. UTILES/GARRAS	FABRICACIÓN MECÁNICA	2024.2	2135
ENR. UTILES/GARRAS	INSTALACIÓN E.N.R.	2024.2	52355
ENR. UTILES/GARRAS	MATERIAL ELÉCTRICO	2024.2	105055.91
ENR. UTILES/GARRAS	MATERIAL FLUIDOS	2024.2	92851.75
GRANDES COMPRAS	MATERIAL MECÁNICO	2024.2	317873.9
PROGRAMA STD PLC SIEMENS	DISEÑO ELÉCTRICO	2024.2	9920.06
PROGRAMA STD PLC SIEMENS	DISEÑO ELÉCTRICO	2024.2	3693.28
COSTES EVITABLES PROVEEDORES	METROLOGÍA	2024.2	78.55
GESTION Y COORDINACION	GESTIÓN DE PROYECTOS	2025.11	74664.24
GESTION Y COORDINACION	GESTIÓN MECÁNICA	2025.11	104416.4
GESTION Y COORDINACION	DISEÑO ELÉCTRICO	2025.11	23665.5
GESTION Y COORDINACION	ROBÓTICA	2025.11	166.2
GESTION Y COORDINACION	MONTAJE MECÁNICO	2025.11	8614.5
GESTION Y COORDINACION	INSTALACIÓN E.N.R.	2025.11	18321.84
DISEÑO HARDWARE	DISEÑO ELÉCTRICO	2025.11	19079.8
DISEÑO HARDWARE	DISEÑO ELÉCTRICO	2025.11	15000
DISEÑO HARDWARE	DISEÑO NR	2025.11	11020.56
DISEÑO HARDWARE	MATERIAL MECÁNICO	2025.11	20.8
DISEÑO HARDWARE	MATERIAL ELÉCTRICO	2025.11	26.23
DISEÑO SOFTWARE	DISEÑO ELÉCTRICO	2025.11	12758.48
DISEÑO SOFTWARE	ROBÓTICA	2025.11	47993.68
ROBCAD	ROBCAD	2025.11	46262.93
PUESTA EN MARCHA EN SERRA	GESTIÓN DE PROYECTOS	2025.11	1544.48
PUESTA EN MARCHA EN SERRA	DISEÑO ELÉCTRICO	2025.11	22061.36
PUESTA EN MARCHA EN SERRA	DISEÑO ELÉCTRICO	2025.11	18000
PUESTA EN MARCHA EN SERRA	ROBÓTICA	2025.11	49475.35
PUESTA EN MARCHA EN SERRA	MONTAJE MECÁNICO	2025.11	20614.7
PUESTA EN MARCHA EN SERRA	FABRICACIÓN MECÁNICA	2025.11	2671.25
DESMONTAJE	MONTAJE MECÁNICO	2025.11	3960
DESMONTAJE	MONTAJE MECÁNICO	2025.11	6588
DESMONTAJE	INSTALACIÓN E.N.R.	2025.11	1985.44
PUESTA EN MARCHA EN PLANTA	DISEÑO ELÉCTRICO	2025.11	219.72
PUESTA EN MARCHA EN PLANTA	ROBÓTICA	2025.11	575.74
PUESTA EN MARCHA EN PLANTA	INSTALACIÓN E.N.R.	2025.11	437.16
PUESTA EN MARCHA EN PLANTA	INSTALACIÓN E.N.R.	2025.11	10394.8
MATERIAL SERRA UNP	MATERIAL MECÁNICO	2025.11	477996
MATERIAL SERRA UNP	MATERIAL MECÁNICO	2025.11	21108.92
DISEÑO UTILES/GARRAS	DISEÑO MECÁNICO	2025.11	209051.59
DISEÑO UTILES/GARRAS	DISEÑO MECÁNICO	2025.11	29023.5
DISEÑO UTILES/GARRAS	FABRICACIÓN MECÁNICA	2025.11	25
DISEÑO UTILES/GARRAS	MATERIAL ELÉCTRICO	2025.11	86.78
DISEÑO ELEMENTOS IMPLANTACION	DISEÑO MECÁNICO	2025.11	18005.6
DISEÑO ELEMENTOS IMPLANTACION	DISEÑO MECÁNICO	2025.11	3694.55
RECEPCION UTILES	MATERIAL MECÁNICO	2025.11	277.61
RECEPCION UTILES	MATERIAL MECÁNICO	2025.11	3008.1
RECEPCION UTILES	MONTAJE MECÁNICO	2025.11	36777.28
RECEPCION UTILES	METROLOGÍA	2025.11	238.48
RECEPCION UTILES	FABRICACIÓN MECÁNICA	2025.11	19.75
RECEPCION UTILES	MATERIAL ELÉCTRICO	2025.11	12
RECEPCION UTILES	MATERIAL FLUIDOS	2025.11	146.47
ARMARIOS ELECTRICOS	MATERIAL MECÁNICO	2025.11	44.39
ARMARIOS ELECTRICOS	MATERIAL MECÁNICO	2025.11	7060.19
ARMARIOS ELECTRICOS	MATERIAL MECÁNICO	2025.11	220.5
ARMARIOS ELECTRICOS	FABRICACIÓN ELÉCTRICA	2025.11	8210.24
ARMARIOS ELECTRICOS	FABRICACIÓN ELÉCTRICA	2025.11	20693.56
ARMARIOS ELECTRICOS	INSTALACIÓN E.N.R.	2025.11	2649.84
ARMARIOS ELECTRICOS	FABRICACIÓN MECÁNICA	2025.11	57.23
ARMARIOS ELECTRICOS	MATERIAL ELÉCTRICO	2025.11	97967.27
ARMARIOS ELECTRICOS	MATERIAL FLUIDOS	2025.11	305.83
FABRICACION ELEMENTOS IMPLANTA	MATERIAL MECÁNICO	2025.11	874.96
FABRICACION ELEMENTOS IMPLANTA	MATERIAL MECÁNICO	2025.11	52406.58
FABRICACION ELEMENTOS IMPLANTA	FABRICACIÓN MECÁNICA	2025.11	24014.5
FABRICACION ELEMENTOS IMPLANTA	FABRICACIÓN MECÁNICA	2025.11	78300
FABRICACION ELEMENTOS IMPLANTA	FABRICACIÓN MECÁNICA	2025.11	336869.5
FABRICACION ELEMENTOS IMPLANTA	MATERIAL ELÉCTRICO	2025.11	36132.57
FABRICACION ELEMENTOS IMPLANTA	MATERIAL FLUIDOS	2025.11	201.29
MONTAJE EN SERRA	MATERIAL MECÁNICO	2025.11	31.88
MONTAJE EN SERRA	MATERIAL MECÁNICO	2025.11	206.5
MONTAJE EN SERRA	MATERIAL MECÁNICO	2025.11	118000
MONTAJE EN SERRA	MATERIAL MECÁNICO	2025.11	4489.5
MONTAJE EN SERRA	FABRICACIÓN MECÁNICA	2025.11	94.5
MONTAJE EN SERRA	FABRICACIÓN MECÁNICA	2025.11	208.33
MONTAJE EN SERRA	MONTAJE MECÁNICO	2025.11	34389.86
MONTAJE EN SERRA	MONTAJE MECÁNICO	2025.11	59488
MONTAJE EN SERRA	INSTALACIÓN E.N.R.	2025.11	15650.33
MONTAJE EN SERRA	INSTALACIÓN E.N.R.	2025.11	107160.56
MONTAJE EN SERRA	MATERIAL ELÉCTRICO	2025.11	105681.19
MONTAJE EN SERRA	MATERIAL FLUIDOS	2025.11	3744.35
FABRICACION UTILES/GARRAS	FABRICACIÓN MECÁNICA	2025.11	30524.95
FABRICACION UTILES/GARRAS	FABRICACIÓN MECÁNICA	2025.11	499932.8
FABRICACION UTILES/GARRAS	MONTAJE MECÁNICO	2025.11	6921.42
FABRICACION UTILES/GARRAS	METROLOGÍA	2025.11	16231.8
FABRICACION UTILES/GARRAS	MATERIAL MECÁNICO	2025.11	126308.17
FABRICACION UTILES/GARRAS	MATERIAL ELÉCTRICO	2025.11	48.56
FABRICACION UTILES/GARRAS	MATERIAL FLUIDOS	2025.11	809.14
ENR. UTILES/GARRAS	MATERIAL MECÁNICO	2025.11	355.6
ENR. UTILES/GARRAS	MATERIAL MECÁNICO	2025.11	726.24
ENR. UTILES/GARRAS	MATERIAL MECÁNICO	2025.11	9149.34
ENR. UTILES/GARRAS	FABRICACIÓN MECÁNICA	2025.11	6393
ENR. UTILES/GARRAS	FABRICACIÓN MECÁNICA	2025.11	105.8
ENR. UTILES/GARRAS	INSTALACIÓN E.N.R.	2025.11	7604.76
ENR. UTILES/GARRAS	INSTALACIÓN E.N.R.	2025.11	52355
ENR. UTILES/GARRAS	MATERIAL ELÉCTRICO	2025.11	110451.84
ENR. UTILES/GARRAS	MATERIAL FLUIDOS	2025.11	99608.44
GRANDES COMPRAS	MATERIAL MECÁNICO	2025.11	420612.8
PROGRAMA STD PLC SIEMENS	DISEÑO ELÉCTRICO	2025.11	9920.6
PROGRAMA STD PLC SIEMENS	DISEÑO ELÉCTRICO	2025.11	3693.28
COSTES EVITABLES	FABRICACIÓN MECÁNICA	2025.11	4246
COSTES EVITABLES	MONTAJE MECÁNICO	2025.11	1895.8
COSTES EVITABLES	MONTAJE MECÁNICO	2025.11	400
COSTES EVITABLES	METROLOGÍA	2025.11	69.1
COSTES EVITABLES	INSTALACIÓN E.N.R.	2025.11	2222.23
COSTES EVITABLES	MATERIAL MECÁNICO	2025.11	157.8
COSTES EVITABLES PROVEEDORES	DISEÑO MECÁNICO	2025.11	98.49
COSTES EVITABLES PROVEEDORES	FABRICACIÓN MECÁNICA	2025.11	580
COSTES EVITABLES PROVEEDORES	MONTAJE MECÁNICO	2025.11	1781.95
COSTES EVITABLES PROVEEDORES	METROLOGÍA	2025.11	78.55
COSTES EVITABLES PROVEEDORES	INSTALACIÓN E.N.R.	2025.11	1020.4
GESTION Y COORDINACION	GESTIÓN DE PROYECTOS	2024.45	51890.16
GESTION Y COORDINACION	GESTIÓN MECÁNICA	2024.45	79688.83
GESTION Y COORDINACION	DISEÑO ELÉCTRICO	2024.45	21856.78
GESTION Y COORDINACION	ROBÓTICA	2024.45	166.2
GESTION Y COORDINACION	MONTAJE MECÁNICO	2024.45	6127.3
GESTION Y COORDINACION	INSTALACIÓN E.N.R.	2024.45	10580.45
DISEÑO HARDWARE	DISEÑO ELÉCTRICO	2024.45	4687.36
DISEÑO HARDWARE	DISEÑO ELÉCTRICO	2024.45	15000
DISEÑO HARDWARE	DISEÑO NR	2024.45	10611.33
DISEÑO HARDWARE	MATERIAL MECÁNICO	2024.45	20.8
DISEÑO HARDWARE	MATERIAL ELÉCTRICO	2024.45	26.23
DISEÑO SOFTWARE	DISEÑO ELÉCTRICO	2024.45	12758.48
DISEÑO SOFTWARE	ROBÓTICA	2024.45	41102.53
ROBCAD	ROBCAD	2024.45	43875.63
PUESTA EN MARCHA EN SERRA	DISEÑO ELÉCTRICO	2024.45	878.88
PUESTA EN MARCHA EN SERRA	DISEÑO ELÉCTRICO	2024.45	18000
PUESTA EN MARCHA EN SERRA	ROBÓTICA	2024.45	5075.36
PUESTA EN MARCHA EN SERRA	MONTAJE MECÁNICO	2024.45	10461.5
DESMONTAJE	MONTAJE MECÁNICO	2024.45	3960
DESMONTAJE	MONTAJE MECÁNICO	2024.45	6588
DESMONTAJE	INSTALACIÓN E.N.R.	2024.45	1985.44
PUESTA EN MARCHA EN PLANTA	ROBÓTICA	2024.45	575.74
PUESTA EN MARCHA EN PLANTA	INSTALACIÓN E.N.R.	2024.45	437.16
PUESTA EN MARCHA EN PLANTA	INSTALACIÓN E.N.R.	2024.45	10394.8
MATERIAL SERRA UNP	MATERIAL MECÁNICO	2024.45	477996
MATERIAL SERRA UNP	MATERIAL MECÁNICO	2024.45	21106.32
DISEÑO UTILES/GARRAS	DISEÑO MECÁNICO	2024.45	196913.58
DISEÑO UTILES/GARRAS	DISEÑO MECÁNICO	2024.45	29023.5
DISEÑO UTILES/GARRAS	FABRICACIÓN MECÁNICA	2024.45	25
DISEÑO UTILES/GARRAS	MATERIAL ELÉCTRICO	2024.45	86.78
DISEÑO ELEMENTOS IMPLANTACION	DISEÑO MECÁNICO	2024.45	7120.13
DISEÑO ELEMENTOS IMPLANTACION	DISEÑO MECÁNICO	2024.45	3694.55
RECEPCION UTILES	MATERIAL MECÁNICO	2024.45	2.61
RECEPCION UTILES	MATERIAL MECÁNICO	2024.45	2892.57
RECEPCION UTILES	MONTAJE MECÁNICO	2024.45	13501.58
RECEPCION UTILES	MATERIAL FLUIDOS	2024.45	141.6
ARMARIOS ELECTRICOS	MATERIAL MECÁNICO	2024.45	7012.29
ARMARIOS ELECTRICOS	MATERIAL MECÁNICO	2024.45	128.52
ARMARIOS ELECTRICOS	FABRICACIÓN ELÉCTRICA	2024.45	3668.49
ARMARIOS ELECTRICOS	FABRICACIÓN ELÉCTRICA	2024.45	20693.56
ARMARIOS ELECTRICOS	MATERIAL ELÉCTRICO	2024.45	93260.06
FABRICACION ELEMENTOS IMPLANTA	MATERIAL MECÁNICO	2024.45	848.98
FABRICACION ELEMENTOS IMPLANTA	MATERIAL MECÁNICO	2024.45	30165.41
FABRICACION ELEMENTOS IMPLANTA	FABRICACIÓN MECÁNICA	2024.45	13150.5
FABRICACION ELEMENTOS IMPLANTA	FABRICACIÓN MECÁNICA	2024.45	78300
FABRICACION ELEMENTOS IMPLANTA	FABRICACIÓN MECÁNICA	2024.45	280974.05
FABRICACION ELEMENTOS IMPLANTA	MATERIAL ELÉCTRICO	2024.45	32208
FABRICACION ELEMENTOS IMPLANTA	MATERIAL FLUIDOS	2024.45	201.29
MONTAJE EN SERRA	MATERIAL MECÁNICO	2024.45	31.88
MONTAJE EN SERRA	MATERIAL MECÁNICO	2024.45	206.05
MONTAJE EN SERRA	MATERIAL MECÁNICO	2024.45	118000
MONTAJE EN SERRA	MATERIAL MECÁNICO	2024.45	2593.2
MONTAJE EN SERRA	MONTAJE MECÁNICO	2024.45	14504.21
MONTAJE EN SERRA	MONTAJE MECÁNICO	2024.45	17820
MONTAJE EN SERRA	INSTALACIÓN E.N.R.	2024.45	9894.39
MONTAJE EN SERRA	INSTALACIÓN E.N.R.	2024.45	107160.55
MONTAJE EN SERRA	FABRICACIÓN MECÁNICA	2024.45	208.33
MONTAJE EN SERRA	MATERIAL ELÉCTRICO	2024.45	77621.23
MONTAJE EN SERRA	MATERIAL FLUIDOS	2024.45	2623.69
FABRICACION UTILES/GARRAS	FABRICACIÓN MECÁNICA	2024.45	3220.5
FABRICACION UTILES/GARRAS	FABRICACIÓN MECÁNICA	2024.45	483691.8
FABRICACION UTILES/GARRAS	MONTAJE MECÁNICO	2024.45	2447.26
FABRICACION UTILES/GARRAS	METROLOGÍA	2024.45	8994.81
FABRICACION UTILES/GARRAS	MATERIAL MECÁNICO	2024.45	120918.28
FABRICACION UTILES/GARRAS	MATERIAL ELÉCTRICO	2024.45	48.56
FABRICACION UTILES/GARRAS	MATERIAL FLUIDOS	2024.45	809.14
ENR. UTILES/GARRAS	MATERIAL MECÁNICO	2024.45	88
ENR. UTILES/GARRAS	MATERIAL MECÁNICO	2024.45	667.84
ENR. UTILES/GARRAS	MATERIAL MECÁNICO	2024.45	8401.72
ENR. UTILES/GARRAS	FABRICACIÓN MECÁNICA	2024.45	5459
ENR. UTILES/GARRAS	INSTALACIÓN E.N.R.	2024.45	728.6
ENR. UTILES/GARRAS	INSTALACIÓN E.N.R.	2024.45	52355
ENR. UTILES/GARRAS	MATERIAL ELÉCTRICO	2024.45	107146.35
ENR. UTILES/GARRAS	MATERIAL FLUIDOS	2024.45	94820.65
GRANDES COMPRAS	MATERIAL MECÁNICO	2024.45	420612.8
PROGRAMA STD PLC SIEMENS	DISEÑO ELÉCTRICO	2024.45	9920.06
PROGRAMA STD PLC SIEMENS	DISEÑO ELÉCTRICO	2024.45	3693.28
COSTES EVITABLES	FABRICACIÓN MECÁNICA	2024.45	2382
COSTES EVITABLES	MONTAJE MECÁNICO	2024.45	823.2
COSTES EVITABLES PROVEEDORES	MONTAJE MECÁNICO	2024.45	686
COSTES EVITABLES PROVEEDORES	METROLOGÍA	2024.45	78.55
GESTION Y COORDINACION	GESTIÓN DE PROYECTOS	2024.47	51890.16
GESTION Y COORDINACION	GESTIÓN MECÁNICA	2024.47	83679.33
GESTION Y COORDINACION	DISEÑO ELÉCTRICO	2024.47	21856.78
GESTION Y COORDINACION	ROBÓTICA	2024.47	166.2
GESTION Y COORDINACION	MONTAJE MECÁNICO	2024.47	6127.3
GESTION Y COORDINACION	INSTALACIÓN E.N.R.	2024.47	11564.6
DISEÑO HARDWARE	DISEÑO ELÉCTRICO	2024.47	5932.44
DISEÑO HARDWARE	DISEÑO ELÉCTRICO	2024.47	15000
DISEÑO HARDWARE	DISEÑO NR	2024.47	10611.33
DISEÑO HARDWARE	MATERIAL MECÁNICO	2024.47	20.8
DISEÑO HARDWARE	MATERIAL ELÉCTRICO	2024.47	26.23
DISEÑO SOFTWARE	DISEÑO ELÉCTRICO	2024.47	12758.48
DISEÑO SOFTWARE	ROBÓTICA	2024.47	45354.13
ROBCAD	ROBCAD	2024.47	43875.63
PUESTA EN MARCHA EN SERRA	DISEÑO ELÉCTRICO	2024.47	878.88
PUESTA EN MARCHA EN SERRA	DISEÑO ELÉCTRICO	2024.47	18000
PUESTA EN MARCHA EN SERRA	ROBÓTICA	2024.47	5075.36
PUESTA EN MARCHA EN SERRA	MONTAJE MECÁNICO	2024.47	10461.5
DESMONTAJE	MONTAJE MECÁNICO	2024.47	3960
DESMONTAJE	MONTAJE MECÁNICO	2024.47	6588
DESMONTAJE	INSTALACIÓN E.N.R.	2024.47	1985.44
PUESTA EN MARCHA EN PLANTA	ROBÓTICA	2024.47	575.74
PUESTA EN MARCHA EN PLANTA	INSTALACIÓN E.N.R.	2024.47	437.16
PUESTA EN MARCHA EN PLANTA	INSTALACIÓN E.N.R.	2024.47	10394.8
MATERIAL SERRA UNP	MATERIAL MECÁNICO	2024.47	477996
MATERIAL SERRA UNP	MATERIAL MECÁNICO	2024.47	21108.92
DISEÑO UTILES/GARRAS	DISEÑO MECÁNICO	2024.47	196913.58
DISEÑO UTILES/GARRAS	DISEÑO MECÁNICO	2024.47	29023.5
DISEÑO UTILES/GARRAS	FABRICACIÓN MECÁNICA	2024.47	25
DISEÑO UTILES/GARRAS	MATERIAL ELÉCTRICO	2024.47	86.78
DISEÑO ELEMENTOS IMPLANTACION	DISEÑO MECÁNICO	2024.47	7120.13
DISEÑO ELEMENTOS IMPLANTACION	DISEÑO MECÁNICO	2024.47	3694.55
RECEPCION UTILES	MATERIAL MECÁNICO	2024.47	2.61
RECEPCION UTILES	MATERIAL MECÁNICO	2024.47	2892.57
RECEPCION UTILES	MONTAJE MECÁNICO	2024.47	13501.58
RECEPCION UTILES	MATERIAL FLUIDOS	2024.47	141.6
ARMARIOS ELECTRICOS	MATERIAL MECÁNICO	2024.47	7012.29
ARMARIOS ELECTRICOS	MATERIAL MECÁNICO	2024.47	169.68
ARMARIOS ELECTRICOS	FABRICACIÓN ELÉCTRICA	2024.47	4251.37
ARMARIOS ELECTRICOS	FABRICACIÓN ELÉCTRICA	2024.47	20693.56
ARMARIOS ELECTRICOS	MATERIAL ELÉCTRICO	2024.47	93260.6
FABRICACION ELEMENTOS IMPLANTA	MATERIAL MECÁNICO	2024.47	848.98
FABRICACION ELEMENTOS IMPLANTA	MATERIAL MECÁNICO	2024.47	32123.3
FABRICACION ELEMENTOS IMPLANTA	FABRICACIÓN MECÁNICA	2024.47	13150.5
FABRICACION ELEMENTOS IMPLANTA	FABRICACIÓN MECÁNICA	2024.47	78300
FABRICACION ELEMENTOS IMPLANTA	FABRICACIÓN MECÁNICA	2024.47	305558.5
FABRICACION ELEMENTOS IMPLANTA	MATERIAL ELÉCTRICO	2024.47	35150
FABRICACION ELEMENTOS IMPLANTA	MATERIAL FLUIDOS	2024.47	201.29
MONTAJE EN SERRA	MATERIAL MECÁNICO	2024.47	31.88
MONTAJE EN SERRA	MATERIAL MECÁNICO	2024.47	206.5
MONTAJE EN SERRA	MATERIAL MECÁNICO	2024.47	118000
MONTAJE EN SERRA	MATERIAL MECÁNICO	2024.47	3967.11
MONTAJE EN SERRA	MONTAJE MECÁNICO	2024.47	19169.1
MONTAJE EN SERRA	MONTAJE MECÁNICO	2024.47	24898
MONTAJE EN SERRA	INSTALACIÓN E.N.R.	2024.47	10185.83
MONTAJE EN SERRA	INSTALACIÓN E.N.R.	2024.47	107160.55
MONTAJE EN SERRA	FABRICACIÓN MECÁNICA	2024.47	208.33
MONTAJE EN SERRA	MATERIAL ELÉCTRICO	2024.47	80179.12
MONTAJE EN SERRA	MATERIAL FLUIDOS	2024.47	2623.69
FABRICACION UTILES/GARRAS	FABRICACIÓN MECÁNICA	2024.47	24476.25
FABRICACION UTILES/GARRAS	FABRICACIÓN MECÁNICA	2024.47	483691.8
FABRICACION UTILES/GARRAS	MONTAJE MECÁNICO	2024.47	3819.28
FABRICACION UTILES/GARRAS	METROLOGÍA	2024.47	10383.72
FABRICACION UTILES/GARRAS	MATERIAL MECÁNICO	2024.47	123185.24
FABRICACION UTILES/GARRAS	MATERIAL ELÉCTRICO	2024.47	48.56
FABRICACION UTILES/GARRAS	MATERIAL FLUIDOS	2024.47	809.14
ENR. UTILES/GARRAS	MATERIAL MECÁNICO	2024.47	88
ENR. UTILES/GARRAS	MATERIAL MECÁNICO	2024.47	667.84
ENR. UTILES/GARRAS	MATERIAL MECÁNICO	2024.47	8436.32
ENR. UTILES/GARRAS	FABRICACIÓN MECÁNICA	2024.47	5459
ENR. UTILES/GARRAS	INSTALACIÓN E.N.R.	2024.47	1566.49
ENR. UTILES/GARRAS	INSTALACIÓN E.N.R.	2024.47	52355
ENR. UTILES/GARRAS	MATERIAL ELÉCTRICO	2024.47	107690.37
ENR. UTILES/GARRAS	MATERIAL FLUIDOS	2024.47	96834.19
GRANDES COMPRAS	MATERIAL MECÁNICO	2024.47	420612.8
PROGRAMA STD PLC SIEMENS	DISEÑO ELÉCTRICO	2024.47	9920.6
PROGRAMA STD PLC SIEMENS	DISEÑO ELÉCTRICO	2024.47	3693.28
COSTES EVITABLES	FABRICACIÓN MECÁNICA	2024.47	2382
COSTES EVITABLES	MONTAJE MECÁNICO	2024.47	1097.6
COSTES EVITABLES PROVEEDORES	MONTAJE MECÁNICO	2024.47	686
COSTES EVITABLES PROVEEDORES	METROLOGÍA	2024.47	78.55
GESTION Y COORDINACION	GESTIÓN DE PROYECTOS	2025.08	65397.36
GESTION Y COORDINACION	GESTIÓN MECÁNICA	2025.08	98617.68
GESTION Y COORDINACION	DISEÑO ELÉCTRICO	2025.08	23321.58
GESTION Y COORDINACION	ROBÓTICA	2025.08	166.2
GESTION Y COORDINACION	MONTAJE MECÁNICO	2025.08	8614.5
GESTION Y COORDINACION	INSTALACIÓN E.N.R.	2025.08	17666.1
DISEÑO HARDWARE	DISEÑO ELÉCTRICO	2025.08	17101.54
DISEÑO HARDWARE	DISEÑO ELÉCTRICO	2025.08	15000
DISEÑO HARDWARE	DISEÑO NR	2025.08	10611.33
DISEÑO HARDWARE	MATERIAL MECÁNICO	2025.08	20.8
DISEÑO HARDWARE	MATERIAL ELÉCTRICO	2025.08	26.23
DISEÑO SOFTWARE	DISEÑO ELÉCTRICO	2025.08	12758.48
DISEÑO SOFTWARE	ROBÓTICA	2025.08	47993.68
ROBCAD	ROBCAD	2025.08	45991.73
PUESTA EN MARCHA EN SERRA	DISEÑO ELÉCTRICO	2025.08	15526.88
PUESTA EN MARCHA EN SERRA	DISEÑO ELÉCTRICO	2025.08	18000
PUESTA EN MARCHA EN SERRA	ROBÓTICA	2025.08	40239.72
PUESTA EN MARCHA EN SERRA	MONTAJE MECÁNICO	2025.08	17184.3
PUESTA EN MARCHA EN SERRA	FABRICACIÓN MECÁNICA	2025.08	1141.25
DESMONTAJE	MONTAJE MECÁNICO	2025.08	3960
DESMONTAJE	MONTAJE MECÁNICO	2025.08	6588
DESMONTAJE	INSTALACIÓN E.N.R.	2025.08	1985.44
PUESTA EN MARCHA EN PLANTA	DISEÑO ELÉCTRICO	2025.08	219.72
PUESTA EN MARCHA EN PLANTA	ROBÓTICA	2025.08	575.74
PUESTA EN MARCHA EN PLANTA	INSTALACIÓN E.N.R.	2025.08	437.16
PUESTA EN MARCHA EN PLANTA	INSTALACIÓN E.N.R.	2025.08	10394.8
MATERIAL SERRA UNP	MATERIAL MECÁNICO	2025.08	477996
MATERIAL SERRA UNP	MATERIAL MECÁNICO	2025.08	21108.92
DISEÑO UTILES/GARRAS	DISEÑO MECÁNICO	2025.08	202839.42
DISEÑO UTILES/GARRAS	DISEÑO MECÁNICO	2025.08	29023.5
DISEÑO UTILES/GARRAS	FABRICACIÓN MECÁNICA	2025.08	25
DISEÑO UTILES/GARRAS	MATERIAL ELÉCTRICO	2025.08	86.78
DISEÑO ELEMENTOS IMPLANTACION	DISEÑO MECÁNICO	2025.08	16460.3
DISEÑO ELEMENTOS IMPLANTACION	DISEÑO MECÁNICO	2025.08	3694.55
RECEPCION UTILES	MATERIAL MECÁNICO	2025.08	277.61
RECEPCION UTILES	MATERIAL MECÁNICO	2025.08	3008.1
RECEPCION UTILES	MONTAJE MECÁNICO	2025.08	28876.68
RECEPCION UTILES	FABRICACIÓN MECÁNICA	2025.08	19.75
RECEPCION UTILES	MATERIAL ELÉCTRICO	2025.08	12
RECEPCION UTILES	MATERIAL FLUIDOS	2025.08	146.47
ARMARIOS ELECTRICOS	MATERIAL MECÁNICO	2025.08	44.39
ARMARIOS ELECTRICOS	MATERIAL MECÁNICO	2025.08	7042.19
ARMARIOS ELECTRICOS	MATERIAL MECÁNICO	2025.08	197.4
ARMARIOS ELECTRICOS	FABRICACIÓN ELÉCTRICA	2025.08	6765.4
ARMARIOS ELECTRICOS	FABRICACIÓN ELÉCTRICA	2025.08	20693.56
ARMARIOS ELECTRICOS	INSTALACIÓN E.N.R.	2025.08	2649.84
ARMARIOS ELECTRICOS	FABRICACIÓN MECÁNICA	2025.08	57.23
ARMARIOS ELECTRICOS	MATERIAL ELÉCTRICO	2025.08	97867.6
ARMARIOS ELECTRICOS	MATERIAL FLUIDOS	2025.08	293.7
FABRICACION ELEMENTOS IMPLANTA	MATERIAL MECÁNICO	2025.08	874.96
FABRICACION ELEMENTOS IMPLANTA	MATERIAL MECÁNICO	2025.08	49476.58
FABRICACION ELEMENTOS IMPLANTA	FABRICACIÓN MECÁNICA	2025.08	23120.5
FABRICACION ELEMENTOS IMPLANTA	FABRICACIÓN MECÁNICA	2025.08	78300
FABRICACION ELEMENTOS IMPLANTA	FABRICACIÓN MECÁNICA	2025.08	333714.5
FABRICACION ELEMENTOS IMPLANTA	MATERIAL ELÉCTRICO	2025.08	36132.57
FABRICACION ELEMENTOS IMPLANTA	MATERIAL FLUIDOS	2025.08	201.29
